Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,744.0,723.75,728.0,741.4000244140625,817246.0,528.4850463867188
2010-01-05,750.8499755859375,730.5,743.0,733.5,536445.0,522.8538818359375
2010-01-06,736.9000244140625,722.1500244140625,733.9000244140625,726.5499877929688,283029.0,517.8997192382812
2010-01-07,731.0,701.25,725.0,703.5999755859375,800948.0,501.5404357910156
2010-01-08,714.5999755859375,702.0,704.5,703.6500244140625,668013.0,501.5760192871094
2010-01-11,713.25,700.0,700.0,705.5499877929688,563905.0,502.9304504394531
2010-01-12,727.0,708.0,710.2000122070312,721.9000244140625,1078917.0,514.5850219726562
2010-01-13,736.5,710.0,710.0,734.1500244140625,800202.0,523.3170776367188
2010-01-14,753.0,723.0,735.0,726.0,524939.0,517.507568359375
2010-01-15,734.4000244140625,718.0,728.0,721.25,303790.0,514.1217651367188
2010-01-18,726.4500122070312,711.7000122070312,718.7000122070312,714.7000122070312,291526.0,509.45269775390625
2010-01-19,720.0,700.0,703.1500244140625,702.4000244140625,161825.0,500.68499755859375
2010-01-20,711.7000122070312,691.4000244140625,708.0,694.1500244140625,448880.0,494.8042907714844
2010-01-21,700.2999877929688,672.5,700.0,689.75,684002.0,491.6678771972656
2010-01-22,699.7999877929688,671.0,675.0,692.3499755859375,995704.0,493.5212097167969
2010-01-25,687.7999877929688,673.0999755859375,680.0,677.75,789615.0,483.1139831542969
2010-01-27,680.0,634.0,680.0,640.9500122070312,974920.0,456.8822021484375
2010-01-28,679.9000244140625,640.0999755859375,641.0499877929688,669.0,1707193.0,476.8768615722656
2010-01-29,683.7999877929688,642.0,660.0499877929688,678.5999755859375,781380.0,483.719970703125
2010-02-01,682.0,657.25,657.25,669.25,441695.0,477.05499267578125
2010-02-02,706.9000244140625,655.5,655.5,689.2000122070312,1180235.0,491.2757568359375
2010-02-03,729.9000244140625,692.7000122070312,697.2000122070312,724.7000122070312,1330210.0,516.5809936523438
2010-02-04,723.0,686.2000122070312,701.3499755859375,692.4000244140625,369081.0,493.55682373046875
2010-02-05,712.0,667.9000244140625,680.5,703.0,674791.0,501.1127624511719
2010-02-08,718.7999877929688,684.5,712.0,706.7999877929688,567511.0,503.8213806152344
2010-02-09,732.25,693.0,693.0,722.8499755859375,679370.0,515.26220703125
2010-02-10,731.9500122070312,714.25,726.2999877929688,719.0499877929688,495947.0,515.0473022460938
2010-02-11,732.5999755859375,718.0,720.0,728.25,245385.0,521.6371459960938
2010-02-15,738.4000244140625,721.5999755859375,730.0,726.5499877929688,302577.0,520.4195556640625
