Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,93.75,92.01249694824219,93.5625,92.7750015258789,1632148.0,78.11245727539062
2010-01-05,95.25,92.63749694824219,93.125,94.86250305175781,5037896.0,79.87006378173828
2010-01-06,95.7249984741211,91.25,95.0250015258789,92.0,3992320.0,77.45996856689453
2010-01-07,92.9749984741211,89.80000305175781,92.9749984741211,90.0374984741211,3665940.0,75.80762481689453
2010-01-08,90.75,87.3125,90.75,87.9375,6241492.0,74.03951263427734
2010-01-11,90.375,87.94999694824219,87.94999694824219,88.8125,5742332.0,74.77623748779297
2010-01-12,93.44999694824219,88.75,89.25,91.9625015258789,9051468.0,77.42840576171875
2010-01-13,94.75,90.0250015258789,91.9625015258789,94.48750305175781,8064504.0,79.5543212890625
2010-01-14,95.9375,91.4000015258789,94.9749984741211,92.5250015258789,7763244.0,77.90196228027344
2010-01-15,93.4749984741211,91.5374984741211,92.875,92.3499984741211,2749332.0,77.75463104248047
2010-01-18,94.5,91.75,91.75,94.13749694824219,3042216.0,79.2596435546875
2010-01-19,94.9749984741211,92.5,94.25,94.19999694824219,3261340.0,79.31227111816406
2010-01-20,96.2249984741211,93.5625,94.5875015258789,95.25,0.0,80.19631958007812
2010-01-21,96.69999694824219,91.63749694824219,95.3499984741211,92.625,0.0,77.9861831665039
2010-01-22,97.2249984741211,88.76249694824219,92.1875,95.6624984741211,0.0,80.54363250732422
2010-01-25,94.5374984741211,89.0999984741211,94.5374984741211,90.30000305175781,0.0,76.02862548828125
2010-01-27,90.30000305175781,81.2874984741211,88.5,82.55000305175781,0.0,69.50347900390625
2010-01-28,88.25,83.5250015258789,83.75,86.8375015258789,0.0,73.11334991455078
2010-01-29,88.5,79.7249984741211,83.0374984741211,86.69999694824219,0.0,73.2083511352539
2010-02-01,88.5,84.0374984741211,86.0,86.92500305175781,0.0,73.39832305908203
2010-02-02,89.75,84.25,88.25,85.5374984741211,0.0,72.22675323486328
2010-02-03,87.67500305175781,85.8125,86.73750305175781,87.23750305175781,0.0,73.66221618652344
2010-02-04,86.9375,83.2874984741211,85.13749694824219,84.2874984741211,0.0,71.1712646484375
2010-02-05,85.7249984741211,79.38749694824219,79.38749694824219,84.2874984741211,4273852.0,71.1712646484375
2010-02-08,86.36250305175781,83.2249984741211,85.5,85.4000015258789,1881576.0,72.11067199707031
2010-02-09,87.5,85.0,86.0,86.6875,3087216.0,73.19781494140625
2010-02-10,88.1875,86.51249694824219,86.75,87.0250015258789,3792096.0,73.48280334472656
2010-02-11,88.5,86.80000305175781,87.25,87.2125015258789,1640296.0,73.64109802246094
2010-02-15,91.2249984741211,88.0,88.0,90.3499984741211,8256392.0,76.29039001464844
2010-02-16,91.2750015258789,88.75,90.63749694824219,90.17500305175781,4087456.0,76.14260864257812
2010-02-17,91.0,89.5,90.5,90.44999694824219,1608804.0,76.37480163574219
2010-02-18,91.19999694824219,89.2750015258789,91.19999694824219,90.17500305175781,1747308.0,76.14260864257812
2010-02-19,92.19999694824219,88.76249694824219,89.7750015258789,90.7249984741211,4792680.0,76.60698699951172
2010-02-22,92.9375,90.5,91.75,91.0374984741211,3657652.0,76.87088775634766
2010-02-23,91.9375,90.0,90.5,90.76249694824219,1899780.0,76.63867950439453
2010-02-24,92.4749984741211,90.0,90.0,91.36250305175781,2729800.0,77.14533233642578
2010-02-25,92.5,89.8125,91.67500305175781,91.92500305175781,3227700.0,77.62030029296875
2010-02-26,92.4749984741211,89.67500305175781,91.0250015258789,91.7750015258789,4111692.0,77.49361419677734
2010-03-02,92.73750305175781,90.51249694824219,91.7750015258789,91.2125015258789,2625736.0,77.01866912841797
2010-03-03,92.7249984741211,90.76249694824219,91.5,91.07499694824219,3442980.0,76.90255737304688
2010-03-04,96.25,89.75,96.25,90.57499694824219,1147552.0,76.4803695678711
2010-03-05,91.75,89.25,90.75,89.80000305175781,1601164.0,75.82597351074219
2010-03-08,90.82499694824219,89.5,90.07499694824219,89.8499984741211,1520876.0,75.8681640625
2010-03-09,90.80000305175781,89.2750015258789,89.8499984741211,90.3375015258789,1622728.0,76.27981567382812
2010-03-10,90.92500305175781,88.6500015258789,90.3375015258789,89.51249694824219,1840376.0,75.58319091796875
2010-03-11,90.4749984741211,87.88749694824219,87.88749694824219,90.0999984741211,1722136.0,76.07927703857422
2010-03-12,90.75,89.7750015258789,90.0250015258789,90.13749694824219,1397268.0,76.11093139648438
2010-03-15,92.69999694824219,89.25,89.25,92.2874984741211,4347644.0,77.92637634277344
2010-03-16,94.2249984741211,92.5,92.5,93.2750015258789,4783784.0,78.76020050048828
2010-03-17,95.8125,93.25,93.8499984741211,95.42500305175781,4322856.0,80.57563781738281
2010-03-18,95.75,93.4124984741211,95.42500305175781,93.9625015258789,1492656.0,79.3406982421875
2010-03-19,94.5,93.01249694824219,94.25,93.51249694824219,1220236.0,78.96074676513672
2010-03-22,93.4000015258789,91.75,92.98750305175781,92.26249694824219,1303836.0,77.90525817871094
2010-03-23,92.875,91.125,91.9124984741211,91.7750015258789,1598484.0,77.49361419677734
2010-03-25,94.25,90.5,91.7750015258789,93.13749694824219,5691200.0,78.64409637451172
2010-03-26,93.9124984741211,92.125,93.5374984741211,92.6875,1487064.0,78.26410675048828
2010-03-29,93.625,90.4375,92.0250015258789,92.63749694824219,1587440.0,78.221923828125
2010-03-30,93.0,89.3375015258789,93.0,89.82499694824219,2303860.0,75.8470687866211
2010-03-31,91.23750305175781,87.82499694824219,90.0,89.5999984741211,3929348.0,75.6570816040039
2010-04-01,91.0,88.75,90.0,89.23750305175781,3650020.0,75.35098266601562
2010-04-05,90.44999694824219,88.80000305175781,90.0,90.19999694824219,2926064.0,76.16371154785156
2010-04-06,90.6875,86.36250305175781,90.32499694824219,86.7249984741211,6345844.0,73.22946166992188
2010-04-07,87.5,85.0,85.5,86.63749694824219,4959816.0,73.15558624267578
2010-04-08,88.2249984741211,85.88749694824219,86.75,86.2750015258789,5187916.0,72.8494873046875
2010-04-09,87.5,85.5250015258789,87.5,85.9000015258789,5949028.0,72.53285217285156
2010-04-12,87.125,85.2874984741211,87.0,86.25,3059500.0,72.82838439941406
2010-04-13,89.75,85.0250015258789,87.0,89.1875,6411956.0,75.30876922607422
2010-04-15,90.8125,88.5,89.5,89.17500305175781,6326792.0,75.2981948852539
2010-04-16,89.4749984741211,87.38749694824219,88.5,87.92500305175781,2701984.0,74.24272155761719
2010-04-19,88.0,85.75,87.125,87.2249984741211,2970428.0,73.6516342163086
2010-04-20,88.375,85.875,88.0,86.3375015258789,3590828.0,72.90229034423828
2010-04-21,93.75,85.9124984741211,87.0,93.4749984741211,18467224.0,78.9290771484375
2010-04-22,96.375,92.2750015258789,93.75,95.61250305175781,14995168.0,80.73395538330078
2010-04-23,97.5,93.5625,96.25,96.94999694824219,10315716.0,81.86331939697266
2010-04-26,98.4375,95.875,97.25,97.75,6461292.0,82.75220489501953
2010-04-27,97.75,95.42500305175781,97.67500305175781,96.98750305175781,2942928.0,82.10672760009766
2010-04-28,97.25,94.5875015258789,94.5875015258789,96.5374984741211,2394916.0,81.72575378417969
2010-04-29,97.0999984741211,95.51249694824219,96.75,96.36250305175781,3171036.0,81.57758331298828
2010-04-30,99.5,95.36250305175781,95.36250305175781,98.61250305175781,6177432.0,83.48238372802734
2010-05-03,98.55000305175781,96.2874984741211,97.5,97.3499984741211,3384636.0,82.4135971069336
2010-05-04,100.5,97.75,97.75,99.5875015258789,7590168.0,84.30779266357422
2010-05-05,102.125,97.5,98.75,101.26249694824219,8741572.0,85.72579193115234
2010-05-06,101.9625015258789,98.30000305175781,101.625,99.9749984741211,3278216.0,84.63584899902344
2010-05-07,98.75,95.32499694824219,98.5374984741211,96.38749694824219,4836172.0,81.59878540039062
2010-05-10,100.8125,97.3375015258789,99.5,99.63749694824219,3456488.0,84.3501205444336
2010-05-11,102.5,96.5,102.5,96.875,2129220.0,82.011474609375
2010-05-12,98.625,96.25,97.4625015258789,98.19999694824219,2544240.0,83.13317108154297
2010-05-13,100.19999694824219,98.0,98.0,99.6624984741211,2607520.0,84.37128448486328
2010-05-14,102.25,98.75,99.125,101.3499984741211,4424652.0,85.79987335205078
2010-05-17,101.0999984741211,98.0,101.0999984741211,98.5875015258789,1680680.0,83.46124267578125
2010-05-18,100.6500015258789,98.25,99.5,99.05000305175781,1734936.0,83.85277557373047
2010-05-19,98.5,90.98750305175781,98.5,92.9625015258789,4938020.0,78.69927215576172
2010-05-20,94.67500305175781,89.19999694824219,94.67500305175781,90.3499984741211,2860888.0,76.48764038085938
2010-05-21,93.07499694824219,87.2750015258789,89.5999984741211,91.86250305175781,4330116.0,77.76801300048828
2010-05-24,93.75,89.4375,91.86250305175781,92.75,2426668.0,78.51939392089844
2010-05-25,94.7125015258789,87.82499694824219,93.0,88.75,2231980.0,75.1330795288086
2010-05-26,93.25,89.0250015258789,90.625,91.625,2164260.0,77.5669937133789
2010-05-27,94.0,90.25,94.0,92.5374984741211,1700172.0,78.33949279785156
2010-05-28,94.875,92.5,93.0,94.2750015258789,2102408.0,79.81037902832031
2010-05-31,96.9625015258789,91.32499694824219,93.9749984741211,95.5875015258789,3761460.0,80.92152404785156
